Age,Gender,Married,NumProducts,Income,SatisfactionScore,Churn
54,Male,True,4,54538,0.8457966424208001,0
71,Female,False,5,34259,0.9788703598968029,0
49,Female,True,1,76825,0.34716331743944717,0
53,Female,True,3,39839,0.6622112285460198,0
18,Male,False,1,38025,0.21067894145161523,1
40,Male,True,2,78137,0.5359575144360953,0
32,Male,True,5,41938,0.8274178103992808,0
23,Female,True,1,43047,0.25004914428192504,1
51,Female,False,5,41846,0.8952450265397331,0
73,Female,True,3,48419,0.43236217512670067,0
65,Female,False,1,64442,0.26692483880090967,1
65,Male,True,5,58404,0.9416755997716115,0
42,Male,True,4,78504,0.9556400354372965,0
53,Female,True,3,55466,0.5688740738613814,0
29,Male,True,5,46482,0.8135550099199865,1
47,Female,False,1,74852,0.21768386763225536,1
74,Male,False,5,37729,0.9454940360445963,1
56,Female,False,2,62133,0.5561873651035742,1
54,Male,False,4,45118,0.9699978897415895,1
76,Male,True,4,37463,0.7137149667108724,0
59,Female,False,2,40283,0.4513770580891274,1
64,Male,True,2,39309,0.5736692184194249,0
73,Female,False,3,35778,0.442449737774843,1
45,Male,False,5,68358,0.9359160176751532,0
41,Female,True,3,62715,0.43139399394495526,0
72,Female,False,3,30886,0.5939243992998043,1
39,Male,False,1,48185,0.3297912701807071,0
49,Female,False,2,70623,0.6376451800296309,0
77,Male,True,3,66402,0.49365935848523207,0
61,Male,True,3,48785,0.4825803842182148,1
44,Female,False,4,49568,0.9831994656800134,1
25,Female,False,5,31838,0.9707863784637134,0
38,Female,False,3,64168,0.5828013824267515,0
70,Female,False,4,61940,0.9813207758678002,0
22,Male,False,4,37335,0.9626459716735918,0
38,Male,False,3,67056,0.5502820911475117,1
67,Female,True,5,32856,0.8942862861439457,0
35,Female,False,1,49193,0.40199246810305256,1
78,Male,False,4,37302,0.8634874023273685,0
68,Female,False,1,62166,0.276726841510067,1
23,Female,True,5,38459,0.8929579232526035,0
47,Female,True,4,44176,0.8910394020776161,0
35,Male,False,2,59488,0.7108853106815953,0
39,Male,True,4,41639,0.9168398236128823,0
58,Male,True,4,68055,0.8784257528510497,0
35,Female,True,3,53536,0.7957639769563223,0
61,Female,False,2,60046,0.41697417750147636,1
72,Male,True,3,46211,0.7398915060761846,0
59,Male,True,1,57467,0.4880402540005382,0
34,Female,True,5,76371,0.8461321701856386,0
34,Female,False,5,52904,0.8361171622557813,0
61,Male,False,2,36183,0.539462883883989,1
37,Male,False,2,62121,0.4843321676078024,1
63,Female,False,2,60984,0.7750516427010169,0
33,Male,False,2,50356,0.49418686642871923,0
64,Male,False,4,45644,0.8644153845465967,1
55,Male,False,4,57232,0.7127158699644015,0
61,Female,False,2,46014,0.43812250550095494,1
33,Female,False,2,47361,0.7428197157082459,0
56,Female,True,5,35437,0.9266361298394739,0
33,Female,True,4,51997,0.9388341655577224,0
80,Male,False,1,35272,0.3519488848400727,0
56,Male,False,1,53154,0.2899486572360105,0
62,Male,True,5,62036,0.9277190607295756,0
35,Male,False,1,65584,0.20054409576177115,1
78,Female,True,5,38616,0.7636207652588525,0
46,Female,False,5,60438,0.8319534331737967,0
53,Female,True,5,43378,0.7224469964001793,0
58,Male,True,3,35511,0.4243430602243483,1
63,Male,False,1,55836,0.5003487353596625,0
34,Female,False,1,56119,0.5803832899875478,1
20,Male,False,4,31072,0.7354276480062757,0
80,Male,False,2,56347,0.5984655872836033,1
65,Male,False,3,52439,0.532828567983967,0
26,Female,False,3,36315,0.4427793440917287,0
79,Female,False,1,42758,0.47744951907314637,0
43,Male,True,3,59701,0.580043969327783,1
52,Female,True,5,40918,0.9820181492514706,0
35,Male,False,2,57960,0.49026391732564845,0
58,Male,True,5,36809,0.7028794232623161,0
47,Male,True,3,58434,0.6355167488013396,0
40,Female,False,3,44970,0.6098937522656486,0
51,Male,True,3,52986,0.7473941248484641,1
32,Female,False,5,55419,0.9810774366767556,0
50,Male,True,1,40650,0.553652348847802,0
69,Female,True,1,49085,0.37476650754500285,0
58,Male,False,4,54746,0.8442980311843145,0
54,Female,False,1,47816,0.46796310458182744,0
32,Male,False,2,58496,0.7020785928545696,0
31,Male,True,4,75014,0.7947162400592827,0
67,Female,False,2,55995,0.5917454947236647,0
69,Male,True,2,31180,0.6217451929994973,0
50,Female,False,2,64634,0.6574481867408979,1
41,Male,False,5,68712,0.8886304459651644,0
27,Female,False,3,20677,0.6164291187589532,0
45,Male,False,5,65151,0.8620869330725003,0
30,Male,True,1,76098,0.17617189741845676,1
66,Male,False,4,36860,0.94914595697864,1
67,Male,True,4,39874,0.7082204464961742,0
31,Male,False,5,73746,0.8117383909360992,0
34,Male,False,4,49137,0.7435737605018531,0
43,Female,False,5,72558,0.7652949361712658,0
22,Male,True,5,20907,0.9534768128330693,0
24,Female,True,3,25120,0.7475392029405542,0
40,Female,True,5,63200,0.8852061282622983,0
30,Female,False,3,63978,0.7730303966065707,0
68,Male,False,3,30560,0.5017508409792577,0
59,Male,False,4,54458,0.8010523083634686,0
67,Male,False,1,43544,0.397663517869972,1
26,Male,True,1,34160,0.5139410720786536,0
55,Female,True,5,33155,0.8184917987003557,1
76,Male,False,4,65754,0.8793764916507515,0
66,Male,True,2,52210,0.5271161741689206,0
77,Female,False,4,52179,0.8697482006796506,0
79,Female,False,1,51336,0.20125764989412773,1
59,Female,True,5,56580,0.9180819718431907,0
65,Female,True,4,53401,0.9421693422473454,1
63,Male,False,3,60350,0.6427541592453724,0
38,Female,False,1,68307,0.3300721544606907,1
80,Male,True,3,54193,0.7428238766777965,0
23,Male,True,4,22654,0.9608080178160425,0
68,Male,True,4,37721,0.9416314184151799,0
76,Female,False,3,31638,0.6605430204872731,0
41,Female,False,4,67172,0.7307223827806667,0
73,Female,True,5,46300,0.711241085072898,1
71,Male,True,1,41362,0.46622592358332016,0
37,Female,False,5,43193,0.8936398985418502,0
61,Female,True,1,39093,0.5323250733642048,0
68,Female,True,5,65803,0.79351867152602,0
63,Female,False,1,48465,0.5306972946861255,0
25,Female,True,3,38496,0.6955093130274923,0
18,Male,True,4,48586,0.7369690446992055,1
80,Male,True,5,64433,0.9126210581788163,1
46,Male,True,4,49008,0.849511837633272,0
25,Male,False,5,32856,0.9167348038873002,0
68,Female,True,4,36224,0.8836115507879515,0
49,Male,False,1,72151,0.14620185974726127,1
22,Male,False,2,37378,0.5793575548358748,0
29,Female,True,3,22560,0.5772471219525401,1
49,Female,True,4,60020,0.7114176607399217,0
54,Male,False,5,64127,0.8749279394045819,0
30,Female,False,1,48766,0.5685856346850733,1
38,Female,True,5,60988,0.9309821073799344,0
31,Female,False,1,40819,0.4627809331742919,1
20,Female,False,5,35849,0.8041101301155691,1
58,Male,True,1,61184,0.5574716473485852,0
31,Male,True,5,59873,0.7353241404619025,0
74,Male,True,1,68636,0.3255856855569905,0
21,Female,True,1,41161,0.3061893654113874,1
70,Male,True,2,53693,0.7863394523264208,0
25,Female,False,5,38087,0.7329616342671664,0
53,Male,True,5,66956,0.7384945243192338,0
21,Male,False,5,28270,0.7567637370821666,0
29,Female,False,4,47041,0.7647248386191915,0
43,Male,True,3,40708,0.7500167796744255,0
67,Male,True,2,35727,0.6689902965859736,0
18,Female,False,1,21844,0.19446240622173708,1
52,Male,False,2,66830,0.7093839104507185,0
40,Female,False,3,55787,0.5164668586118947,0
55,Male,False,3,49149,0.5102879149393336,0
51,Female,True,1,65169,0.19174218520191486,1
79,Female,True,3,31568,0.5183572082577012,0
53,Female,True,5,45656,0.7515811057270748,0
36,Male,False,3,52039,0.43370106847141027,0
32,Female,True,5,65870,0.794880625103079,0
72,Male,True,5,53782,0.9909975309884067,0
75,Female,True,2,64957,0.4672141797927307,0
34,Female,False,5,62418,0.8651815204534177,0
67,Male,True,3,55003,0.7657657635841213,0
39,Female,False,1,49089,0.5133050926152077,1
63,Male,False,3,57654,0.5094490768499906,0
66,Male,True,1,47443,0.12806081650885373,1
47,Female,False,4,72401,0.8847652624750434,0
35,Female,False,2,51802,0.7642004738401348,0
23,Male,True,5,26879,0.8835428410879262,0
65,Male,False,5,67521,0.8789594506086184,0
78,Male,True,1,45239,0.24839352543884666,1
22,Female,False,3,42197,0.5348602944172945,1
24,Female,False,5,22128,0.8102238664067456,0
71,Male,True,2,33329,0.5990490135087916,0
78,Female,True,2,66665,0.6544390039410357,0
38,Female,True,4,65731,0.8432663723654551,0
64,Female,False,5,43215,0.7840502216716151,0
75,Female,False,1,45549,0.39398394570198714,1
25,Female,False,3,43572,0.7940577861970888,0
72,Male,True,5,54424,0.7047438303306636,0
62,Female,True,3,49287,0.7734424037270298,0
54,Female,True,4,58613,0.8109032238463705,1
77,Female,True,1,46641,0.4720509769287785,1
51,Female,False,1,46762,0.43236951025370296,0
38,Male,True,4,56007,0.758792111956049,1
25,Male,False,1,44951,0.4281240875726352,1
44,Male,False,1,52194,0.4157985915126162,1
63,Female,False,5,42726,0.8667064233889605,0
47,Female,True,2,53717,0.49884045044132347,0
57,Female,False,5,69605,0.750342046677317,0
53,Female,True,3,36992,0.6549078106226203,0
28,Male,False,1,21380,0.550290786759692,1
76,Male,False,5,60856,0.7910055370130856,0
39,Female,False,3,57444,0.4774969105158916,1
49,Female,False,3,42201,0.4945493195268041,0
70,Male,True,4,59875,0.8889641164919446,0
32,Male,True,2,51022,0.6879197008491686,0
31,Male,True,3,74514,0.42479245755313083,1
45,Female,False,1,63080,0.13913283839446758,1
50,Male,True,4,47848,0.8585264458018874,0
31,Male,False,2,60279,0.4711713010291557,0
45,Male,True,1,63919,0.1425121788540681,1
48,Female,True,5,75871,0.8647021012272689,0
72,Female,False,3,49950,0.47429080074128405,0
49,Female,True,1,70324,0.3271621411067681,0
77,Male,True,2,40418,0.44401267983708265,1
57,Male,True,2,31986,0.41752376461576035,0
45,Female,False,5,52058,0.9331117442412207,0
40,Female,True,5,67178,0.7760754037230199,0
30,Male,True,4,55817,0.8173555707081819,1
35,Female,False,4,50809,0.8567393253672554,0
25,Female,True,1,45959,0.2692845618934381,0
80,Male,False,2,66272,0.4709925871132438,1
18,Female,True,1,31807,0.46246959484695294,1
36,Female,True,4,56018,0.7203171425878142,0
53,Male,False,5,32681,0.9681858120527924,0
43,Male,False,1,45532,0.5268436762861577,1
37,Male,False,1,47132,0.4929674772650958,0
45,Female,True,3,53020,0.7864899924364004,0
67,Female,False,2,47747,0.6085481707192173,0
28,Male,False,2,22951,0.515260407204625,1
39,Male,False,3,58041,0.4221192410685378,1
36,Female,True,4,54969,0.9786551901078616,0
24,Male,False,3,37406,0.6914112953056186,1
65,Female,True,4,38987,0.7119520059683602,1
61,Female,False,5,62976,0.8348339681915252,0
64,Male,True,1,64392,0.1596699231073521,0
80,Male,True,5,45982,0.9987879688520404,0
30,Female,True,3,47892,0.6451717220355908,0
67,Male,True,1,61152,0.596550925827893,0
79,Female,True,5,53803,0.7589451640594608,0
41,Female,True,5,46306,0.7729373864168886,0
53,Male,False,2,31720,0.40588872067820136,0
65,Male,True,3,42170,0.4736198337899029,0
50,Female,False,2,30019,0.5487945303003657,1
77,Female,False,5,62133,0.7493534935830055,0
33,Male,False,5,63410,0.7251123243475198,0
66,Female,False,4,53310,0.8329206142489427,0
64,Female,True,1,63029,0.23538439237349404,0
30,Female,True,4,46195,0.8202698349302349,0
35,Male,True,4,67677,0.8715596734986512,0
51,Male,False,1,40836,0.1572964882492793,1
34,Female,False,4,76130,0.9002909352462316,0
41,Female,False,3,69025,0.6719772704522808,0
30,Male,False,2,55938,0.7483854420270246,0
27,Female,True,1,48702,0.21817430761816134,1
37,Male,False,3,42919,0.43594618110629746,1
21,Female,False,3,31577,0.7630887482445581,0
73,Male,True,5,63575,0.7043001223757092,0
71,Female,True,2,31325,0.5780388287334469,0
46,Male,True,4,60501,0.9232458034724862,0
34,Female,True,5,56167,0.7515949385629339,0
51,Male,False,4,61724,0.8789727791360404,0
73,Male,False,4,32230,0.8527598841739311,0
71,Male,False,3,59242,0.7706526049895617,0
45,Female,True,2,42504,0.7166880874772167,1
78,Female,False,3,39629,0.7972631623518162,0
41,Male,True,1,58106,0.3289676407368568,1
60,Male,False,2,30505,0.582441350503263,1
77,Male,True,1,47486,0.2906120442564666,0
29,Male,False,1,24435,0.4150431065446858,1
30,Female,False,2,56813,0.440564991100359,0
25,Female,True,5,23384,0.8420816069146501,0
72,Female,True,4,35715,0.8873734257450159,0
79,Male,True,5,57122,0.8181230036666061,0
59,Female,True,2,55932,0.6016652112945828,0
78,Female,True,3,55119,0.7949726544569093,0
41,Male,True,4,78156,0.9446394688987405,0
58,Male,False,3,42834,0.43957795654418863,0
48,Male,False,5,43734,0.8820049484237464,0
54,Male,False,3,56132,0.5924019085993372,0
24,Male,True,5,41214,0.8548480288014693,0
77,Female,True,5,67252,0.8644097055205322,0
22,Female,True,3,30603,0.5764473435508349,0
48,Female,False,4,53853,0.7323469837568674,0
25,Male,False,3,42746,0.7591096163884126,0
24,Male,True,2,30388,0.4506395705131878,0
61,Male,True,5,48380,0.7412766917423431,0
44,Female,True,1,59959,0.19827596977348452,0
41,Male,False,3,52197,0.5681194793515627,0
74,Female,True,3,60518,0.5784231242330005,1
21,Female,True,2,28935,0.4508531639444992,1
27,Female,False,5,37133,0.94218572168902,0
58,Male,True,4,45899,0.8361275611972041,0
63,Female,False,1,36723,0.35923064459204046,1
45,Male,True,1,54725,0.1495369114197375,1
34,Male,True,5,65484,0.7982217675035017,0
62,Male,True,1,59792,0.538439951683404,1
35,Female,False,1,69421,0.10649597843622235,1
76,Female,True,4,31800,0.764784924952299,0
79,Male,False,5,42755,0.7419494111709286,0
70,Male,True,2,59334,0.6019116790858923,0
57,Male,False,2,69117,0.7379512050336584,0
49,Male,True,5,59062,0.763721636488253,0
46,Male,True,1,77076,0.27430056679494297,1
23,Female,True,5,44828,0.768717707911338,0
63,Female,True,4,43815,0.9531037382256602,0
78,Male,True,5,51177,0.8372198057240143,0
22,Female,False,5,22808,0.7899766158297168,0
57,Male,True,5,30469,0.9903861686012545,0
23,Female,True,1,43962,0.5508559050624839,1
77,Female,True,2,67831,0.6652106513605522,0
43,Female,True,5,50502,0.8215760368981805,0
69,Male,False,1,47081,0.23854296606895917,1
24,Female,False,2,32719,0.668887477183709,1
58,Female,True,5,54770,0.9903441755781305,0
20,Female,True,5,41823,0.8494695003876407,0
72,Female,False,2,61925,0.42837711102189924,0
48,Male,False,3,79071,0.48041845696581065,0
62,Male,True,5,31091,0.9037418612616621,0
30,Male,True,3,71719,0.45272655050593125,0
78,Male,False,1,46990,0.4643436471665987,0
78,Female,True,5,51943,0.7234207439920255,0
80,Female,False,2,49169,0.5196571089006421,1
75,Female,False,3,41480,0.6538238825759237,1
77,Male,False,1,31089,0.29957449916323486,1
75,Female,True,4,46383,0.7185827633919909,0
46,Female,False,5,45365,0.7500605827613039,0
35,Female,True,5,48436,0.9204964022815935,0
62,Male,True,1,39221,0.3710632733728676,1
27,Female,True,3,44661,0.5408875304293782,0
59,Male,True,5,63470,0.8960378836789026,1
52,Male,False,1,33326,0.5631615133385134,0
31,Male,False,5,74949,0.9301244012998464,0
66,Male,False,3,53988,0.41318429438567944,0
41,Female,True,5,70708,0.743218718542756,0
78,Female,True,4,63438,0.7608546504474213,0
31,Male,False,3,45558,0.7442408932016531,0
39,Male,True,4,51831,0.7585809382065425,0
43,Male,False,5,46693,0.8682358799076944,0
36,Male,True,1,45748,0.17758862960720165,1
56,Female,False,5,59339,0.9597698990554497,0
23,Male,False,3,33847,0.7230083654705999,0
57,Male,False,5,60283,0.7071068286227479,0
51,Male,True,5,60726,0.817432216137267,0
68,Female,False,2,57834,0.7722033764236781,0
37,Male,False,3,75761,0.40491868747493415,1
73,Female,False,1,51553,0.29821804849069056,1
34,Female,True,4,70455,0.9007249845660605,0
61,Male,True,2,65622,0.6481454162913436,0
41,Female,False,1,62016,0.5097229015016985,0
69,Female,False,4,64462,0.8470512456053385,0
59,Female,False,2,30010,0.5480433570888334,0
78,Male,False,4,59157,0.771714137229736,0
25,Female,True,3,29383,0.7709860488893412,1
31,Female,True,4,41541,0.8757674596657821,0
70,Female,True,3,66458,0.5438480360721727,0
72,Male,True,2,69770,0.4749861351473106,0
73,Male,False,4,49898,0.9640608554460504,0
45,Male,True,4,62138,0.9691696038180294,0
31,Male,True,2,52955,0.7502542984831746,0
43,Female,True,5,76141,0.7541312813555086,0
37,Female,False,1,51147,0.3121055426793323,0
23,Male,True,4,33747,0.8987599619432027,0
36,Male,False,2,78369,0.5986250832417981,0
80,Female,False,1,46799,0.5545674743384027,1
74,Male,False,1,46373,0.23286925660593502,1
69,Male,False,5,68580,0.7874134969462738,0
20,Female,False,1,48635,0.5985050312096779,1
65,Female,True,1,50161,0.429117031617649,1
24,Male,False,5,33902,0.7986050240129661,0
70,Female,True,2,65240,0.48187052264254554,0
70,Female,True,1,44959,0.36012637689260163,0
58,Male,False,2,37672,0.42932810472359684,0
45,Male,False,1,70745,0.5102558782195671,0
23,Female,False,1,44103,0.45961457074900003,1
35,Male,False,5,69952,0.7003596338608797,0
65,Male,True,5,51953,0.968502821666618,0
22,Male,False,3,37084,0.41198030437304795,1
20,Male,False,3,49971,0.6212458775223543,0
49,Female,False,5,67484,0.9684719932199837,0
78,Male,True,5,57679,0.9530339532999405,0
80,Male,True,5,55846,0.7258536367486548,0
80,Female,False,1,60081,0.25572296587258425,1
26,Male,True,3,22943,0.6460468100621853,1
38,Female,False,3,66543,0.46873097945568576,0
71,Female,False,2,61408,0.7865381352204354,0
20,Male,True,3,28977,0.5083430401504526,0
43,Female,True,5,65429,0.999892550156415,0
77,Female,False,4,46540,0.9245184820829198,0
45,Female,False,1,53929,0.34726194315967296,0
73,Female,True,5,60097,0.9008040647164839,0
72,Male,True,2,43265,0.49518527067441137,0
60,Male,False,1,51684,0.13680418070631842,1
57,Male,False,3,37937,0.7148228925051614,0
22,Male,True,2,27031,0.7378183602952593,1
52,Male,True,4,62508,0.7310706421972497,0
39,Male,False,1,60252,0.30992010858579133,1
45,Male,False,5,73483,0.9488698370557586,0
67,Male,True,5,68382,0.9045646505200365,0
46,Female,False,1,55270,0.35087519733858985,0
31,Female,True,1,53653,0.22533980913593318,1
41,Female,True,4,75780,0.8619184581689895,0
33,Male,True,2,51248,0.7577328530586254,0
29,Male,True,5,43028,0.9099862835615105,0
74,Female,True,3,52286,0.657567267259752,0
70,Female,True,2,64125,0.666990236012047,0
43,Male,False,1,48307,0.5501021984401765,1
21,Female,True,5,40475,0.9211342944260547,0
72,Female,False,3,54425,0.4760809883574857,0
77,Male,True,2,52502,0.6244487768792591,0
41,Female,True,5,52042,0.9157527647992045,0
58,Male,False,2,49183,0.6280141991578158,0
64,Female,True,3,60495,0.655596171900992,0
39,Female,False,2,40353,0.47383667681283675,0
21,Female,True,4,39255,0.7905364131210346,0
71,Male,False,5,51160,0.8469894495315704,0
25,Female,False,5,49970,0.8088696137444056,0
24,Female,True,4,22080,0.8622933346005935,1
36,Male,True,3,69621,0.5526336773932935,0
41,Male,True,3,45360,0.4269183751923127,0
33,Male,False,2,50908,0.5576930489349257,0
60,Male,False,3,44083,0.5670244701748562,1
66,Female,True,1,58569,0.51629013395772,0
74,Male,False,3,58652,0.7816000026457436,1
61,Female,False,3,41603,0.7751461069168913,0
43,Female,False,3,75434,0.7633747927351219,0
52,Male,False,2,34822,0.7273743968691908,1
24,Male,True,4,27705,0.8461395243260741,0
61,Female,True,1,40108,0.20200394685664755,1
72,Male,False,3,37717,0.5100599574567716,1
64,Male,True,5,40683,0.9073106648463052,0
73,Female,False,2,44888,0.48076884523972496,0
70,Male,False,2,56568,0.45923381688094095,0
62,Male,False,5,56014,0.9989449491920186,0
45,Female,True,3,58954,0.5879355067320353,0
63,Male,True,2,46434,0.5626356827128076,0
78,Female,False,2,60888,0.5004579370439242,1
41,Male,False,3,46927,0.5692355583066918,0
69,Male,False,2,31749,0.4935759987897419,0
41,Female,True,4,66104,0.7609768129788108,0
61,Male,False,3,54357,0.4741354339766661,1
44,Male,True,1,61562,0.169108159584644,1
25,Female,False,4,31970,0.9061308275767996,1
75,Female,False,5,46749,0.899108925707503,0
80,Male,True,1,67043,0.20879559954533725,1
55,Female,False,1,62759,0.13718349477015665,1
27,Male,True,1,34398,0.5603617678506089,1
50,Male,True,2,31364,0.5742835664026773,1
31,Female,False,5,68610,0.7395036516105142,0
31,Male,False,4,71423,0.9798350101198335,0
72,Male,True,4,63332,0.9167836760745762,0
34,Female,False,1,50159,0.35728528702549345,0
33,Male,False,2,50379,0.4142040374422896,1
41,Female,False,3,64042,0.6210966363055357,0
60,Female,True,5,63800,0.936028058192409,0
22,Female,True,4,48922,0.8429058597907253,0
80,Female,True,1,62964,0.38188928555190016,1
77,Male,True,3,69223,0.6725866695875726,1
59,Male,True,3,38582,0.7092530863334623,0
18,Male,True,2,23766,0.48860088328777224,1
58,Male,False,5,36249,0.9964440617108232,0
46,Female,False,2,50486,0.6384998636211132,0
44,Male,False,5,64591,0.8041074354210769,0
56,Female,True,5,69723,0.8715508368210687,0
47,Male,False,3,59197,0.7247731312422829,0
29,Male,False,2,21088,0.5377755002001032,0
50,Male,False,3,57953,0.5268352294015196,0
74,Female,True,2,49880,0.6025156466978149,1
46,Male,False,2,61647,0.7090840598826331,0
56,Female,True,2,44612,0.5839675333660801,0
37,Female,False,3,58484,0.7591402363428066,0
23,Male,True,4,43845,0.9073906372672164,0
60,Male,True,1,52868,0.3757811925442177,1
30,Female,False,1,41360,0.5714758576056983,1
53,Female,False,5,48694,0.8266582947344095,1
51,Male,True,5,50219,0.7942592027949074,0
60,Female,False,5,46569,0.843964652264602,0
58,Male,True,4,39288,0.8568254028103843,0
27,Male,True,5,27117,0.9496934861574802,0
18,Male,False,2,37169,0.5899383128073602,0
29,Male,True,3,49924,0.5496680835124932,0
62,Male,False,1,55491,0.1082415487333511,1
33,Male,False,1,43273,0.18721406951488115,1
66,Female,False,4,44430,0.8578344804040595,0
56,Male,False,5,41543,0.8488773916639856,0
51,Male,True,3,41958,0.6476572198010843,0
35,Female,True,3,69917,0.44713110615981905,0
38,Female,True,1,62530,0.576614268017019,1
20,Male,True,1,42193,0.421588574223012,1
31,Male,True,1,79321,0.31532146429165875,1
68,Male,False,4,34426,0.8614568704428471,0
47,Male,True,4,47882,0.8630642115998514,0
24,Female,False,1,37078,0.5738327496917258,1
54,Female,True,3,30864,0.6214828367323553,0
38,Female,False,5,44638,0.9873564754209584,0
25,Male,False,4,29137,0.9833024342694863,0
37,Male,True,5,74260,0.7796324510234675,0
19,Female,True,3,40967,0.4060570660491873,1
22,Female,True,1,44995,0.12494070383560305,1
72,Female,False,4,38797,0.9530514897241658,0
75,Male,False,3,53616,0.692437437353894,0
66,Female,True,4,62455,0.8830308944663505,0
66,Female,True,1,54422,0.5063697270490222,0
46,Female,True,5,52956,0.7002900032470015,0
46,Male,True,3,54490,0.5371605663125818,0
66,Female,True,1,47481,0.28175266215113515,1
20,Female,True,4,25898,0.8488713511823263,0
31,Female,False,1,79198,0.5411201957874024,1
36,Female,False,3,41655,0.4249989332114322,0
78,Female,True,3,64430,0.6310745288439923,0
35,Male,True,1,61520,0.17628317364125226,1
54,Female,False,4,51749,0.7208650342515016,0
37,Female,False,5,68796,0.966460174473402,0
76,Male,True,5,45658,0.846782494015844,0
74,Female,True,1,59847,0.4872689057466688,1
39,Male,True,4,77766,0.9075263171991224,0
51,Female,False,2,45018,0.6805908358645343,0
77,Male,False,3,45824,0.42999361755440546,1
77,Female,False,5,64007,0.9252643491460572,0
50,Male,True,2,50686,0.43051653862440487,0
19,Female,True,1,20759,0.24417465178592854,1
29,Female,True,3,40736,0.5310417323535197,1
73,Male,True,4,69146,0.9354927410675681,1
41,Female,True,2,77582,0.6305943820511996,0
36,Male,False,4,70696,0.9331882803071695,0
23,Male,True,4,21378,0.7535578926107596,0
71,Female,False,2,38447,0.44894586607548403,1
76,Female,False,2,69675,0.5056443966357159,0
59,Male,True,1,50939,0.28656139411069737,1
33,Male,True,5,58107,0.8684349806355446,0
69,Female,True,3,50898,0.4837894577207913,0
64,Female,True,3,39936,0.5840521476823307,0
22,Female,True,4,25039,0.9759781463580544,0
60,Female,False,4,68024,0.7497566307142443,0
